UserID,Gender,Age,EstimatedSalary,AgeGroup,SalarySlab,Purchased
10595,F,18.0,,Young,Low,0
10596,Female,27.0,66941.0,Young,Medium,0
10597,Female,35.0,67345.0,Adult,Medium,0
10598,Male,17.0,37820.0,Young,Low,0
10599,Male,34.0,60820.0,Adult,Medium,0
10600,Male,57.0,74570.0,Senior,Medium,1
10601,Male,39.0,74052.0,Adult,Medium,1
10602,male,41.0,77755.0,Adult,Medium,1
10603,Male,22.0,71929.0,Young,Medium,0
10604,Male,31.0,52073.0,Adult,Medium,0
10605,Male,32.0,51746.0,Adult,Medium,0
10606,Female,33.0,34542.0,Adult,Low,0
10607,Male,52.0,109235.0,Senior,High,1
10608,M,44.0,65818.0,Adult,Medium,1
10609,Female,23.0,59210.0,Young,Medium,0
10610,female,39.0,42102.0,Adult,Medium,0
10611,Male,43.0,,Adult,High,1
10612,F,50.0,37745.0,Senior,Low,0
10613,Female,55.0,54423.0,Senior,Medium,1
10614,Male,26.0,75326.0,Young,Medium,0
10615,F,28.0,79707.0,Young,Medium,1
10616,F,21.0,88563.0,Young,Medium,0
10617,Male,,110652.0,Adult,High,1
10618,male,42.0,77372.0,Adult,Medium,1
10619,F,48.0,38351.0,Adult,Low,0
10620,female,38.0,58244.0,Adult,Medium,0
10621,Male,35.0,73041.0,Adult,Medium,1
10622,Male,40.0,116520.0,Adult,High,1
10623,M,28.0,,Young,Low,0
10624,Female,63.0,95373.0,Senior,High,1
10625,Female,17.0,69368.0,Young,Medium,0
10626,M,41.0,86204.0,Adult,Medium,1
10627,Female,61.0,62826.0,Senior,Medium,1
10628,female,38.0,44415.0,Adult,Medium,0
10629,Male,34.0,83853.0,Adult,Medium,1
10630,male,32.0,81015.0,Adult,Medium,1
10631,female,,,Adult,Medium,1
10632,F,,64179.0,Senior,Medium,1
10633,Female,,50011.0,Young,Medium,0
10634,Female,55.0,25994.0,Senior,Low,0
10635,Male,21.0,,Young,Medium,1
10636,Female,35.0,,Adult,Medium,1
10637,Female,,40574.0,Young,Medium,0
10638,Male,45.0,51049.0,Adult,Medium,0
10639,male,17.0,,Young,Medium,0
10640,M,44.0,27541.0,Adult,Low,0
10641,Male,,44387.0,Senior,Medium,1
10642,male,21.0,36209.0,Young,Low,0
10643,Male,39.0,54538.0,Adult,Medium,0
10644,male,31.0,46163.0,Adult,Medium,0
10645,Male,119.0,24818.0,Senior,Low,0
10646,F,37.0,115289.0,Adult,High,1
10647,Female,30.0,96120.0,Adult,High,1
10648,female,43.0,45498.0,Adult,Medium,0
10649,F,58.0,72215.0,Senior,Medium,1
10650,Female,34.0,75157.0,Adult,Medium,1
10651,Male,45.0,94449.0,Adult,High,1
10652,Female,22.0,44373.0,Young,Medium,0
10653,Female,26.0,92598.0,Young,High,1
10654,female,42.0,51307.0,Adult,Medium,0
10655,Female,55.0,31923.0,Senior,Low,0
10656,Male,-23.0,82759.0,Young,Medium,0
10657,male,34.0,96918.0,Adult,High,1
10658,M,37.0,129893.0,Adult,High,1
10659,Female,22.0,34683.0,Young,Low,0
10660,Female,46.0,82504.0,Adult,Medium,1
10661,M,49.0,54365.0,Adult,Medium,1
10662,F,33.0,84765.0,Adult,Medium,1
10663,Female,31.0,27874.0,Adult,Low,0
10664,Male,,33162.0,Adult,Low,0
10665,Male,33.0,45434.0,Adult,Medium,0
10666,Male,36.0,67015.0,Adult,Medium,1
10667,Male,62.0,,Senior,Medium,1
10668,Male,34.0,81282.0,Adult,Medium,1
10669,Male,,90332.0,Adult,High,1
10670,male,30.0,79890.0,Adult,Medium,1
10671,Male,47.0,105558.0,Adult,High,1
10672,F,36.0,75172.0,Adult,Medium,1
10673,Male,29.0,-500.0,Young,Low,0
10674,Female,52.0,99116.0,Senior,High,1
10675,M,55.0,50267.0,Senior,Medium,1
10676,F,5.0,87756.0,Young,Medium,0
10677,Male,15.0,104205.0,Young,High,1
10678,M,50.0,76288.0,Senior,Medium,1
10679,F,30.0,27987.0,Adult,Low,0
10680,F,47.0,42198.0,Adult,Medium,0
10681,F,15.0,97603.0,Young,High,1
10682,male,47.0,60573.0,Adult,Medium,1
10683,Male,23.0,66926.0,Young,Medium,0
10684,Female,45.0,84195.0,Adult,Medium,1
10685,F,37.0,81939.0,Adult,Medium,1
10686,Female,27.0,71654.0,Young,Medium,0
10687,Female,33.0,59456.0,Adult,Medium,0
10688,male,,57248.0,Adult,Medium,1
10689,female,38.0,86619.0,Adult,Medium,1
10690,Male,45.0,78588.0,Adult,Medium,1
10691,male,60.0,59067.0,Senior,Medium,1
10692,Female,199.0,,Senior,High,1
10693,Female,57.0,500434.0,Senior,High,1
10694,Male,39.0,43486.0,Adult,Medium,0
10695,Male,27.0,46207.0,Young,Medium,0
10696,Female,23.0,40725.0,Young,Medium,0
10697,male,36.0,57690.0,Adult,Medium,0
10698,Female,48.0,95536.0,Adult,High,1
10699,Male,-1.0,44537.0,Young,Medium,0
10700,Female,55.0,69969.0,Senior,Medium,1
10701,Female,19.0,49006.0,Young,Medium,0
10702,Male,36.0,58747.0,Adult,Medium,0
10703,male,21.0,,Young,Low,0
10704,Male,41.0,59365.0,Adult,Medium,1
10705,Male,48.0,60491.0,Adult,Medium,1
10706,F,33.0,79005.0,Adult,Medium,1
10707,male,6.0,,Young,Medium,0
10708,F,40.0,35215.0,Adult,Low,0
10709,male,43.0,91888.0,Adult,High,1
10710,female,43.0,70643.0,Adult,Medium,1
10711,female,53.0,69879.0,Senior,Medium,1
10712,Female,26.0,64382.0,Young,Medium,0
10713,Female,46.0,51783.0,Adult,Medium,0
10714,M,53.0,70415.0,Senior,Medium,1
10715,male,15.0,77201.0,Young,Medium,0
10716,F,42.0,21354.0,Adult,Low,0
10717,F,31.0,,Adult,Medium,0
10718,F,37.0,58156.0,Adult,Medium,0
10719,Male,41.0,71065.0,Adult,Medium,1
10720,female,33.0,95149.0,Adult,High,1
10721,F,30.0,45910.0,Adult,Medium,0
10722,Male,37.0,52771.0,Adult,Medium,0
10723,Male,24.0,52063.0,Young,Medium,0
10724,female,24.0,44906.0,Young,Medium,0
10725,Female,47.0,56563.0,Adult,Medium,1
10726,F,25.0,84196.0,Young,Medium,1
10727,Male,46.0,38849.0,Adult,Low,0
10728,F,44.0,75698.0,Adult,Medium,1
10729,Male,18.0,22478.0,Young,Low,0
10730,Male,29.0,51409.0,Young,Medium,0
10731,Male,52.0,57078.0,Senior,Medium,1
10732,F,26.0,107091.0,Young,High,1
10733,Female,32.0,58312.0,Adult,Medium,0
10734,Female,,10277.0,Adult,Low,0
10735,M,47.0,15058.0,Adult,Low,0
10736,F,33.0,65931.0,Adult,Medium,0
10737,M,30.0,80363.0,Adult,Medium,1
10738,F,,74826.0,Senior,Medium,1
10739,Female,,68722.0,Senior,Medium,1
10740,M,50.0,94291.0,Senior,High,1
10741,Female,38.0,51700.0,Adult,Medium,0
10742,male,28.0,87629.0,Young,Medium,1
10743,female,28.0,24188.0,Young,Low,0
10744,Female,43.0,42647.0,Adult,Medium,0
10745,Male,42.0,19942.0,Adult,Low,0
10746,F,53.0,58381.0,Senior,Medium,1
10747,M,44.0,63765.0,Adult,Medium,1
10748,Female,18.0,67819.0,Young,Medium,0
10749,F,51.0,66070.0,Senior,Medium,1
10750,Female,26.0,41526.0,Young,Medium,0
10751,Male,32.0,59797.0,Adult,Medium,0
10752,F,42.0,27088.0,Adult,Low,0
10753,Female,60.0,98860.0,Senior,High,1
10754,male,76.0,57712.0,Senior,Medium,1
10755,Male,44.0,52603.0,Adult,Medium,0
10756,F,35.0,105192.0,Adult,High,1
10757,Female,43.0,33628.0,Adult,Low,0
10758,Female,47.0,36854.0,Adult,Low,0
10759,F,34.0,37105.0,Adult,Low,0
10760,F,59.0,63443.0,Senior,Medium,1
10761,Male,39.0,76173.0,Adult,Medium,1
10762,male,43.0,83424.0,Adult,Medium,1
10763,Male,45.0,129719.0,Adult,High,1
10764,female,44.0,9707.0,Adult,Low,0
10765,Male,48.0,79850.0,Adult,Medium,1
10766,Female,30.0,50909.0,Adult,Medium,0
10767,female,30.0,50034.0,Adult,Medium,0
10768,F,23.0,49266.0,Young,Medium,0
10769,male,44.0,42061.0,Adult,Medium,0
10770,F,46.0,106981.0,Adult,High,1
10771,Male,,85659.0,Adult,Medium,1
10772,F,,65710.0,Senior,Medium,1
10773,Male,37.0,98457.0,Adult,High,1
10774,M,,27108.0,Adult,Low,0
10775,F,24.0,31240.0,Young,Low,0
10776,Male,33.0,10606.0,Adult,Low,0
10777,Male,-1.0,47257.0,Young,Medium,0
10778,female,49.0,69323.0,Adult,Medium,1
10779,female,,67694.0,Adult,Medium,1
10780,Female,36.0,68799.0,Adult,Medium,1
10781,female,19.0,29615.0,Young,Low,0
10782,Female,33.0,,Adult,Medium,1
10783,male,48.0,70526.0,Adult,Medium,1
10784,male,45.0,83003.0,Adult,Medium,1
10785,Male,44.0,17818.0,Adult,Low,0
10786,F,38.0,72915.0,Adult,Medium,1
10787,Female,38.0,35656.0,Adult,Low,0
10788,M,30.0,54637.0,Adult,Medium,0
10789,Female,46.0,78210.0,Adult,Medium,1
10790,F,,67399.0,Adult,Medium,1
10791,Male,43.0,43359.0,Adult,Medium,0
10792,Female,30.0,,Adult,Medium,0
10793,Female,12.0,26315.0,Young,Low,0
10794,Female,50.0,93914.0,Senior,High,1
10795,Male,32.0,59587.0,Adult,Medium,0
10796,F,27.0,93288.0,Young,High,1
10797,F,46.0,52198.0,Adult,Medium,0
10798,Female,33.0,51783.0,Adult,Medium,0
10799,female,51.0,45912.0,Senior,Medium,1
10800,F,45.0,86663.0,Adult,Medium,1
10801,female,45.0,47062.0,Adult,Medium,0
10802,Male,22.0,81474.0,Young,Medium,0
10803,Female,53.0,54979.0,Senior,Medium,1
10804,Female,41.0,15870.0,Adult,Low,0
10805,Female,32.0,51138.0,Adult,Medium,0
10806,female,38.0,35513.0,Adult,Low,0
10807,F,17.0,65785.0,Young,Medium,0
10808,F,41.0,35521.0,Adult,Low,0
10809,Female,25.0,87695.0,Young,Medium,1
10810,Male,21.0,62307.0,Young,Medium,0
10811,F,19.0,60745.0,Young,Medium,0
10812,F,51.0,80954.0,Senior,Medium,1
10813,Male,30.0,89587.0,Adult,Medium,1
10814,F,57.0,64707.0,Senior,Medium,1
10815,F,31.0,45427.0,Adult,Medium,0
10816,Female,17.0,20397.0,Young,Low,0
10817,Female,25.0,47558.0,Young,Medium,0
10818,M,53.0,49107.0,Senior,Medium,1
10819,Male,37.0,67427.0,Adult,Medium,1
10820,male,30.0,56513.0,Adult,Medium,0
10821,F,,82623.0,Adult,Medium,1
10822,Male,44.0,49977.0,Adult,Medium,0
10823,male,51.0,63834.0,Senior,Medium,1
10824,M,55.0,95051.0,Senior,High,1
10825,Female,32.0,73457.0,Adult,Medium,1
10826,F,22.0,63944.0,Young,Medium,0
10827,male,33.0,49896.0,Adult,Medium,0
10828,male,40.0,48720.0,Adult,Medium,0
10829,female,27.0,43607.0,Young,Medium,0
10830,Female,25.0,51499.0,Young,Medium,0
10831,Male,42.0,84321.0,Adult,Medium,1
10832,Female,36.0,59107.0,Adult,Medium,0
10833,Male,39.0,31708.0,Adult,Low,0
10834,Male,,109245.0,Young,High,1
10835,Female,36.0,72588.0,Adult,Medium,1
10836,M,27.0,30228.0,Young,Low,0
10837,F,49.0,54131.0,Adult,Medium,1
10838,M,51.0,67622.0,Senior,Medium,1
10839,Female,15.0,749568.0,Young,High,1
10840,Female,26.0,-45000.0,Young,Low,0
10841,Male,19.0,89142.0,Young,Medium,1
10842,Female,30.0,99981.0,Adult,High,1
10843,Male,37.0,49165.0,Adult,Medium,0
10844,F,20.0,57613.0,Young,Medium,0
10845,Male,25.0,39245.0,Young,Low,0
10846,M,26.0,59475.0,Young,Medium,0
10847,Male,40.0,64093.0,Adult,Medium,1
10848,F,38.0,81282.0,Adult,Medium,1
10849,Female,149.0,91844.0,Senior,High,1
10850,Female,41.0,46460.0,Adult,Medium,0
10851,Male,,15739.0,Adult,Low,0
10852,female,35.0,64636.0,Adult,Medium,0
10853,Male,59.0,72658.0,Senior,Medium,1
10854,F,54.0,71099.0,Senior,Medium,1
10855,Male,21.0,56482.0,Young,Medium,0
10856,Male,46.0,68457.0,Adult,Medium,1
10857,Male,46.0,102656.0,Adult,High,1
10858,Female,25.0,74923.0,Young,Medium,0
10859,Female,46.0,55745.0,Adult,Medium,1
10860,Male,-12.0,52110.0,Young,Medium,0
10861,F,23.0,60956.0,Young,Medium,0
10862,Female,25.0,105933.0,Young,High,1
10863,Female,50.0,60503.0,Senior,Medium,1
10864,Female,40.0,64918.0,Adult,Medium,1
10865,M,44.0,53251.0,Adult,Medium,0
10866,Female,42.0,92214.0,Adult,High,1
10867,Male,,113524.0,Adult,High,1
10868,Male,21.0,75907.0,Young,Medium,0
10869,F,49.0,-8000.0,Adult,Low,0
10870,F,51.0,66113.0,Senior,Medium,1
10871,M,35.0,10448.0,Adult,Low,0
10872,male,36.0,83143.0,Adult,Medium,1
10873,Female,20.0,67964.0,Young,Medium,0
10874,M,45.0,76079.0,Adult,Medium,1
10875,Male,43.0,47425.0,Adult,Medium,0
10876,Male,37.0,54994.0,Adult,Medium,0
10877,female,52.0,54602.0,Senior,Medium,1
10878,Female,34.0,90201.0,Adult,High,1
10879,Male,44.0,55313.0,Adult,Medium,1
10880,Male,26.0,116834.0,Young,High,1
10881,Male,37.0,75754.0,Adult,Medium,1
10882,female,36.0,33273.0,Adult,Low,0
10883,Male,40.0,61358.0,Adult,Medium,0
10884,Male,34.0,48404.0,Adult,Medium,0
10885,F,35.0,749742.0,Adult,High,1
10886,Male,48.0,105083.0,Adult,High,1
10887,Female,33.0,82876.0,Adult,Medium,1
10888,Male,17.0,78088.0,Young,Medium,0
10889,Male,,69432.0,Senior,Medium,1
10890,Male,53.0,30097.0,Senior,Low,0
10891,female,,53275.0,Young,Medium,0
10892,F,46.0,,Adult,Medium,1
10893,F,31.0,39206.0,Adult,Low,0
10894,M,42.0,9915.0,Adult,Low,0
10895,Female,42.0,59247.0,Adult,Medium,0
10896,Male,36.0,61952.0,Adult,Medium,0
10897,male,28.0,,Young,Medium,0
10898,F,30.0,82928.0,Adult,Medium,1
10899,Male,28.0,81367.0,Young,Medium,1
10900,Male,28.0,71835.0,Young,Medium,0
10901,Male,38.0,749585.0,Adult,High,1
10902,Male,29.0,26740.0,Young,Low,0
10903,Male,46.0,77536.0,Adult,Medium,1
10904,Female,54.0,80482.0,Senior,Medium,1
10905,Female,,33627.0,Adult,Low,0
10906,F,40.0,27853.0,Adult,Low,0
10907,F,43.0,46809.0,Adult,Medium,0
10908,male,42.0,48842.0,Adult,Medium,0
10909,male,,84326.0,Adult,Medium,1
10910,M,47.0,49550.0,Adult,Medium,0
10911,Female,44.0,43689.0,Adult,Medium,0
10912,male,23.0,49248.0,Young,Medium,0
10913,Female,47.0,92625.0,Adult,High,1
10914,M,49.0,65528.0,Adult,Medium,1
10915,Female,27.0,60554.0,Young,Medium,0
10916,Female,37.0,62168.0,Adult,Medium,0
10917,male,46.0,97464.0,Adult,High,1
10918,F,36.0,45864.0,Adult,Medium,0
10919,female,49.0,97828.0,Adult,High,1
10920,Male,66.0,70696.0,Senior,Medium,1
10921,F,28.0,61046.0,Young,Medium,0
10922,Female,21.0,127994.0,Young,High,1
10923,F,42.0,-500.0,Adult,Low,0
10924,F,47.0,56639.0,Adult,Medium,1
10925,Female,35.0,34154.0,Adult,Low,0
10926,Male,56.0,88598.0,Senior,Medium,1
10927,male,22.0,107593.0,Young,High,1
10928,Female,45.0,106923.0,Adult,High,1
10929,Female,30.0,95509.0,Adult,High,1
10930,male,58.0,59958.0,Senior,Medium,1
10931,Male,62.0,55895.0,Senior,Medium,1
10932,F,28.0,22737.0,Young,Low,0
10933,F,31.0,115531.0,Adult,High,1
10934,Female,48.0,76687.0,Adult,Medium,1
10935,Male,34.0,,Adult,Medium,0
10936,male,38.0,97948.0,Adult,High,1
10937,Male,39.0,41022.0,Adult,Medium,0
10938,F,13.0,75374.0,Young,Medium,0
10939,Male,37.0,60184.0,Adult,Medium,0
10940,Female,28.0,81167.0,Young,Medium,1
10941,male,33.0,63290.0,Adult,Medium,0
10942,Female,54.0,28734.0,Senior,Low,0
10943,Female,22.0,66848.0,Young,Medium,0
10944,F,47.0,91225.0,Adult,High,1
10945,Male,35.0,64574.0,Adult,Medium,0
10946,Male,35.0,84352.0,Adult,Medium,1
10947,Male,46.0,38917.0,Adult,Low,0
10948,F,43.0,64796.0,Adult,Medium,1
10949,F,43.0,49735.0,Adult,Medium,0
10950,Female,49.0,84070.0,Adult,Medium,1
10951,Female,34.0,65318.0,Adult,Medium,0
10952,Female,30.0,82654.0,Adult,Medium,1
10953,Male,24.0,91809.0,Young,High,1
10954,F,28.0,82597.0,Young,Medium,1
10955,M,72.0,71510.0,Senior,Medium,1
10956,M,52.0,39734.0,Senior,Low,0
10957,Female,20.0,65176.0,Young,Medium,0
10958,Male,22.0,51921.0,Young,Medium,0
10959,Male,42.0,56625.0,Adult,Medium,1
10960,female,43.0,55209.0,Adult,Medium,0
10961,Male,43.0,40623.0,Adult,Medium,0
10962,Female,35.0,15668.0,Adult,Low,0
10963,Male,35.0,48666.0,Adult,Medium,0
10964,M,40.0,69919.0,Adult,Medium,1
10965,male,39.0,31214.0,Adult,Low,0
10966,M,10.0,65364.0,Young,Medium,0
10967,female,34.0,112769.0,Adult,High,1
10968,male,28.0,90189.0,Young,High,1
10969,Female,40.0,105966.0,Adult,High,1
10970,Female,74.0,74590.0,Senior,Medium,1
10971,Female,43.0,94016.0,Adult,High,1
10972,F,35.0,46738.0,Adult,Medium,0
10973,female,48.0,48628.0,Adult,Medium,1
10974,Male,44.0,9672.0,Adult,Low,0
10975,Male,44.0,94231.0,Adult,High,1
10976,male,45.0,103471.0,Adult,High,1
10977,Female,62.0,51567.0,Senior,Medium,1
10978,Male,-12.0,,Young,Medium,0
10979,Female,,46616.0,Adult,Medium,0
10980,Female,27.0,74566.0,Young,Medium,0
10981,male,44.0,93184.0,Adult,High,1
10982,F,25.0,21214.0,Young,Low,0
10983,Male,33.0,74957.0,Adult,Medium,1
10984,Male,34.0,58175.0,Adult,Medium,0
10985,female,50.0,67599.0,Senior,Medium,1
10986,Female,49.0,76640.0,Adult,Medium,1
10987,female,,60166.0,Young,Medium,0
10988,Female,38.0,62142.0,Adult,Medium,0
10989,Male,28.0,60063.0,Young,Medium,0
10990,F,22.0,89584.0,Young,Medium,1
10991,F,36.0,75203.0,Adult,Medium,1
10992,female,35.0,70684.0,Adult,Medium,1
10993,male,66.0,33642.0,Senior,Low,0
10994,Female,,55862.0,Adult,Medium,0
10995,M,20.0,87728.0,Young,Medium,0
10996,Male,32.0,65755.0,Adult,Medium,0
10997,F,51.0,81924.0,Senior,Medium,1
10998,Male,62.0,109603.0,Senior,High,1
10999,F,19.0,-500.0,Young,Low,0
11000,Female,16.0,67207.0,Young,Medium,0
11001,Male,59.0,52518.0,Senior,Medium,1
11002,Female,42.0,10113.0,Adult,Low,0
11003,F,26.0,60852.0,Young,Medium,0
11004,female,45.0,56768.0,Adult,Medium,1
11005,F,6.0,74310.0,Young,Medium,0
11006,Female,38.0,61372.0,Adult,Medium,0
11007,female,41.0,57308.0,Adult,Medium,0
11008,F,48.0,20657.0,Adult,Low,0
11009,Male,25.0,41508.0,Young,Medium,0
11010,Female,39.0,77197.0,Adult,Medium,1
11011,Male,26.0,108341.0,Young,High,1
11012,F,42.0,62265.0,Adult,Medium,1
11013,F,149.0,,Senior,Medium,1
11014,Male,32.0,89041.0,Adult,Medium,1
11015,female,27.0,,Young,Medium,0
11016,F,45.0,73854.0,Adult,Medium,1
11017,Male,49.0,46131.0,Adult,Medium,0
11018,Female,36.0,86809.0,Adult,Medium,1
11019,F,38.0,,Adult,Medium,1
11020,Male,20.0,71974.0,Young,Medium,0
11021,female,,-8000.0,Adult,Low,0
11022,male,37.0,82361.0,Adult,Medium,1
11023,F,70.0,116953.0,Senior,High,1
11024,F,25.0,39560.0,Young,Low,0
11025,F,55.0,56871.0,Senior,Medium,1
11026,Female,,70329.0,Adult,Medium,1
11027,F,42.0,84760.0,Adult,Medium,1
11028,F,59.0,51147.0,Senior,Medium,1
11029,male,41.0,10461.0,Adult,Low,0
11030,F,41.0,98896.0,Adult,High,1
11031,Male,38.0,84497.0,Adult,Medium,1
11032,Female,53.0,,Senior,Low,0
11033,Male,50.0,49318.0,Senior,Medium,1
11034,Male,29.0,104053.0,Young,High,1
11035,Male,21.0,100777.0,Young,High,1
11036,female,35.0,-500.0,Adult,Low,0
11037,male,29.0,61085.0,Young,Medium,0
11038,female,36.0,67366.0,Adult,Medium,1
11039,Male,53.0,61583.0,Senior,Medium,1
11040,male,33.0,93082.0,Adult,High,1
11041,Female,38.0,42774.0,Adult,Medium,0
11042,F,37.0,44379.0,Adult,Medium,0
11043,male,48.0,90148.0,Adult,High,1
11044,Female,10.0,63492.0,Young,Medium,0
11045,F,31.0,99662.0,Adult,High,1
11046,Female,39.0,47947.0,Adult,Medium,0
11047,Male,51.0,63539.0,Senior,Medium,1
11048,Male,33.0,42263.0,Adult,Medium,0
11049,F,16.0,65232.0,Young,Medium,0
11050,Male,44.0,28319.0,Adult,Low,0
11051,F,29.0,53113.0,Young,Medium,0
11052,Female,22.0,28924.0,Young,Low,0
11053,F,29.0,82511.0,Young,Medium,1
11054,F,35.0,83207.0,Adult,Medium,1
11055,F,29.0,21774.0,Young,Low,0
11056,M,11.0,98495.0,Young,High,1
11057,female,49.0,127917.0,Adult,High,1
11058,M,53.0,66520.0,Senior,Medium,1
11059,Female,46.0,48500.0,Adult,Medium,0
11060,Female,24.0,,Young,High,1
11061,F,36.0,31543.0,Adult,Low,0
11062,F,,65149.0,Adult,Medium,0
11063,female,,69460.0,Adult,Medium,1
11064,M,46.0,98618.0,Adult,High,1
11065,Female,30.0,73775.0,Adult,Medium,0
11066,female,39.0,52895.0,Adult,Medium,0
11067,Male,43.0,41572.0,Adult,Medium,0
11068,Male,56.0,56765.0,Senior,Medium,1
11069,M,45.0,40000.0,Adult,Medium,0
11070,male,,65807.0,Adult,Medium,1
11071,male,38.0,,Adult,Medium,0
11072,Male,-23.0,27810.0,Young,Low,0
11073,Male,41.0,,Adult,High,1
11074,Male,27.0,52312.0,Young,Medium,0
11075,F,55.0,-1200.0,Senior,Low,0
11076,Female,46.0,60691.0,Adult,Medium,1
11077,M,31.0,67070.0,Adult,Medium,0
11078,female,32.0,21447.0,Adult,Low,0
11079,Male,40.0,73699.0,Adult,Medium,1
11080,F,42.0,38828.0,Adult,Low,0
11081,F,39.0,107918.0,Adult,High,1
11082,Male,42.0,78064.0,Adult,Medium,1
11083,M,58.0,55325.0,Senior,Medium,1
11084,F,49.0,46276.0,Adult,Medium,0
11085,F,41.0,62483.0,Adult,Medium,1
11086,Female,48.0,79916.0,Adult,Medium,1
11087,Female,25.0,64151.0,Young,Medium,0
11088,Male,43.0,-500.0,Adult,Low,0
11089,F,58.0,66697.0,Senior,Medium,1
11090,Male,34.0,50059.0,Adult,Medium,0
11091,F,,56074.0,Young,Medium,0
11092,Female,30.0,13136.0,Adult,Low,0
11093,Female,25.0,89004.0,Young,Medium,1
11094,Female,29.0,72592.0,Young,Medium,0
11095,Male,34.0,46005.0,Adult,Medium,0
11096,Male,20.0,112664.0,Young,High,1
11097,Male,39.0,67391.0,Adult,Medium,1
11098,Male,47.0,38692.0,Adult,Low,0
11099,F,27.0,86294.0,Young,Medium,1
11100,M,57.0,75017.0,Senior,Medium,1
11101,Male,43.0,74813.0,Adult,Medium,1
11102,F,51.0,54849.0,Senior,Medium,1
11103,F,31.0,75878.0,Adult,Medium,1
11104,F,48.0,58560.0,Adult,Medium,1
11105,F,25.0,79202.0,Young,Medium,1
11106,Male,48.0,17839.0,Adult,Low,0
11107,M,41.0,54368.0,Adult,Medium,0
11108,female,45.0,108346.0,Adult,High,1
11109,female,24.0,45828.0,Young,Medium,0
11110,Male,28.0,49592.0,Young,Medium,0
11111,F,46.0,53775.0,Adult,Medium,1
11112,Male,27.0,34451.0,Young,Low,0
11113,Male,43.0,10095.0,Adult,Low,0
11114,Female,21.0,59704.0,Young,Medium,0
11115,Female,47.0,68075.0,Adult,Medium,1
11116,Female,24.0,63972.0,Young,Medium,0
11117,Male,44.0,61058.0,Adult,Medium,1
11118,F,46.0,66534.0,Adult,Medium,1
11119,male,30.0,90763.0,Adult,High,1
11120,Male,44.0,60532.0,Adult,Medium,1
11121,F,42.0,50433.0,Adult,Medium,0
11122,F,31.0,57945.0,Adult,Medium,0
11123,F,25.0,79600.0,Young,Medium,0
11124,F,13.0,100440.0,Young,High,1
11125,Female,41.0,49057.0,Adult,Medium,0
11126,Female,18.0,67495.0,Young,Medium,0
11127,Male,,73119.0,Adult,Medium,1
11128,M,35.0,40171.0,Adult,Medium,0
11129,M,47.0,65989.0,Adult,Medium,1
11130,male,33.0,28816.0,Adult,Low,0
11131,female,34.0,20453.0,Adult,Low,0
11132,Female,46.0,74392.0,Adult,Medium,1
11133,Male,42.0,55371.0,Adult,Medium,0
11134,Male,41.0,70342.0,Adult,Medium,1
11135,female,44.0,64072.0,Adult,Medium,1
11136,Male,19.0,40363.0,Young,Medium,0
11137,F,47.0,63627.0,Adult,Medium,1
11138,Female,44.0,34004.0,Adult,Low,0
11139,Female,25.0,99739.0,Young,High,1
11140,Female,36.0,30715.0,Adult,Low,0
11141,F,37.0,60017.0,Adult,Medium,0
11142,male,36.0,38979.0,Adult,Low,0
11143,female,43.0,79711.0,Adult,Medium,1
11144,Female,54.0,57058.0,Senior,Medium,1
11145,male,51.0,52298.0,Senior,Medium,1
11146,F,21.0,86788.0,Young,Medium,0
11147,F,45.0,66157.0,Adult,Medium,1
11148,Female,52.0,78371.0,Senior,Medium,1
11149,F,41.0,40688.0,Adult,Medium,0
11150,F,50.0,30195.0,Senior,Low,0
11151,female,62.0,68012.0,Senior,Medium,1
11152,F,49.0,57461.0,Adult,Medium,1
11153,female,39.0,81010.0,Adult,Medium,1
11154,female,50.0,63449.0,Senior,Medium,1
11155,Female,40.0,69882.0,Adult,Medium,1
11156,female,39.0,24082.0,Adult,Low,0
11157,Male,34.0,112558.0,Adult,High,1
11158,F,,60925.0,Senior,Medium,1
11159,F,28.0,82536.0,Young,Medium,1
11160,Male,57.0,43611.0,Senior,Medium,1
11161,F,42.0,72249.0,Adult,Medium,1
11162,Male,22.0,32926.0,Young,Low,0
11163,male,42.0,,Adult,Medium,1
11164,female,11.0,56086.0,Young,Medium,0
11165,Male,44.0,65644.0,Adult,Medium,1
11166,F,48.0,82253.0,Adult,Medium,1
11167,F,29.0,33881.0,Young,Low,0
11168,Female,40.0,48262.0,Adult,Medium,0
11169,Male,,76745.0,Senior,Medium,1
11170,male,31.0,117754.0,Adult,High,1
11171,Female,25.0,61434.0,Young,Medium,0
11172,F,55.0,80034.0,Senior,Medium,1
11173,Female,60.0,62785.0,Senior,Medium,1
11174,male,38.0,113920.0,Adult,High,1
11175,Female,50.0,21273.0,Senior,Low,0
11176,Female,53.0,67577.0,Senior,Medium,1
11177,F,29.0,24565.0,Young,Low,0
11178,Male,31.0,10347.0,Adult,Low,0
11179,female,51.0,72593.0,Senior,Medium,1
11180,Female,58.0,68296.0,Senior,Medium,1
11181,F,45.0,57505.0,Adult,Medium,1
11182,male,27.0,62019.0,Young,Medium,0
11183,Female,62.0,,Senior,High,1
11184,F,30.0,58110.0,Adult,Medium,0
11185,Male,34.0,77645.0,Adult,Medium,1
11186,F,,49228.0,Adult,Medium,0
11187,female,56.0,72244.0,Senior,Medium,1
11188,Male,,-45000.0,Adult,Low,0
11189,male,42.0,54994.0,Adult,Medium,0
